,imageId,PLU,supplierId,supplierItemId,supplierBatchId,captureSetId,captureSetStartTime,captureTime,mItemId,captureSetEndTime,rigNo
0,481_13753_hafiz-07-02-2020-2-26_c04b2e82-4959-11ea-a4eb-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:22.138476,c04b2e82-4959-11ea-a4eb-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
1,481_13754_hafiz-07-02-2020-2-26_c0ac6d4a-4959-11ea-9eaf-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:22.784809,c0ac6d4a-4959-11ea-9eaf-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
2,481_13755_hafiz-07-02-2020-2-26_c10dd64c-4959-11ea-9fdb-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:23.362266,c10dd64c-4959-11ea-9fdb-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
3,481_13756_hafiz-07-02-2020-2-26_c168fe36-4959-11ea-9253-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:23.927753,c168fe36-4959-11ea-9253-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
4,481_13757_hafiz-07-02-2020-2-26_c1bc3c66-4959-11ea-bcdc-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:24.530261,c1bc3c66-4959-11ea-bcdc-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
5,481_13758_hafiz-07-02-2020-2-26_c2182a78-4959-11ea-9825-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:25.131819,c2182a78-4959-11ea-9825-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
6,481_13759_hafiz-07-02-2020-2-26_c27554c2-4959-11ea-9689-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:25.767123,c27554c2-4959-11ea-9689-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
7,481_13760_hafiz-07-02-2020-2-26_c2d6ba22-4959-11ea-af51-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:26.444310,c2d6ba22-4959-11ea-af51-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
8,481_13761_hafiz-07-02-2020-2-26_c33c8968-4959-11ea-bdd3-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:27.147216,c33c8968-4959-11ea-bdd3-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
9,481_13762_hafiz-07-02-2020-2-26_c3a83e24-4959-11ea-a57f-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:27.862468,c3a83e24-4959-11ea-a57f-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
10,481_13763_hafiz-07-02-2020-2-26_c415151a-4959-11ea-b51c-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:28.574756,c415151a-4959-11ea-b51c-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
11,481_13764_hafiz-07-02-2020-2-26_c48176f8-4959-11ea-a6ed-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:29.248003,c48176f8-4959-11ea-a6ed-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
12,481_13765_hafiz-07-02-2020-2-26_c4e7e22e-4959-11ea-8c15-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:29.878351,c4e7e22e-4959-11ea-8c15-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
13,481_13766_hafiz-07-02-2020-2-26_c54839a6-4959-11ea-beb9-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:30.560216,c54839a6-4959-11ea-beb9-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
14,481_13767_hafiz-07-02-2020-2-26_c5b06bca-4959-11ea-bdf1-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:31.264574,c5b06bca-4959-11ea-bdf1-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
15,481_13768_hafiz-07-02-2020-2-26_c61e2e4a-4959-11ea-9fd2-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:31.976671,c61e2e4a-4959-11ea-9fd2-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
16,481_13769_hafiz-07-02-2020-2-26_c6886764-4959-11ea-8aa1-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:32.633913,c6886764-4959-11ea-8aa1-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
17,481_13770_hafiz-07-02-2020-2-26_c6ecd65a-4959-11ea-b37d-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:33.289161,c6ecd65a-4959-11ea-b37d-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
18,481_13771_hafiz-07-02-2020-2-26_c7512150-4959-11ea-8086-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:33.976324,c7512150-4959-11ea-8086-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
19,481_13772_hafiz-07-02-2020-2-26_c7b9d49e-4959-11ea-ae0f-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:34.622771,c7b9d49e-4959-11ea-ae0f-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
20,481_13773_hafiz-07-02-2020-2-26_c81c5164-4959-11ea-9051-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:35.351860,c81c5164-4959-11ea-9051-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
21,481_13774_hafiz-07-02-2020-2-26_c88b6a8a-4959-11ea-aa84-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:36.012304,c88b6a8a-4959-11ea-aa84-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
22,481_13775_hafiz-07-02-2020-2-26_c8f02fd8-4959-11ea-9d50-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:36.660718,c8f02fd8-4959-11ea-9d50-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
23,481_13776_hafiz-07-02-2020-2-26_c95321dc-4959-11ea-81b4-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:37.316057,c95321dc-4959-11ea-81b4-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
24,481_13777_hafiz-07-02-2020-2-26_c9b71fac-4959-11ea-aa06-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:37.949398,c9b71fac-4959-11ea-aa06-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
25,481_13778_hafiz-07-02-2020-2-26_ca17ebcc-4959-11ea-b5bb-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:38.581708,ca17ebcc-4959-11ea-b5bb-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
26,481_13779_hafiz-07-02-2020-2-26_ca783f34-4959-11ea-88b2-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:39.222993,ca783f34-4959-11ea-88b2-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
27,481_13780_hafiz-07-02-2020-2-26_cada1ab6-4959-11ea-abdb-50eb7165e1b2.png,481,001,001,001,hafiz-07-02-2020-2-26,2020-02-07 14:26:58.121200,2020-02-07 14:27:39.938081,cada1ab6-4959-11ea-abdb-50eb7165e1b2,2020-02-07 14:51:58.494523,rig-01
